DATE,TIME,MODE,CNO,LAT,LON,ALT,ROLL,PITCH,YAW,GPS_VAL,RSSI,BAT,ACC_N,ACC_E,ACC_D,VEL_N,VEL_E,VEL_D
20241108.0,5590180.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590190.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590200.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590210.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590220.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590230.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590240.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590250.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590260.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590270.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590280.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590290.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590300.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590310.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590320.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590330.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590340.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590350.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590360.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590370.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590380.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590390.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590400.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590410.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590420.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590430.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590440.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590450.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590460.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590470.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590480.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590490.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241108.0,5590500.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
